"Type","Question","Field","Year","Value","Label","Reversed"
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2012,5,"Strongly Agree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2012,999,"No Answer",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2018,1,"Strongly Disagree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2018,2,"Disagree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2018,3,"Neutral",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2018,4,"Agree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2018,5,"Strongly Agree",TRUE
"SelectOne","I'm just as happy if I don't keep the fish I catch","E1l",2018,999,"No Answer",TRUE
"SelectOne","I’m just as happy if I don't keep the fish I catch.","E1l",2025,1,"Strongly Disagree",TRUE
"SelectOne","I’m just as happy if I don't keep the fish I catch.","E1l",2025,2,"Disagree",TRUE
"SelectOne","I’m just as happy if I don't keep the fish I catch.","E1l",2025,3,"Neutral",TRUE
"SelectOne","I’m just as happy if I don't keep the fish I catch.","E1l",2025,4,"Agree",TRUE
"SelectOne","I’m just as happy if I don't keep the fish I catch.","E1l",2025,5,"Strongly Agree",TRUE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2002,1,"Strongly Disagree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2002,2,"Disagree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2002,3,"Neutral",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2002,4,"Agree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2002,5,"Strongly Agree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2002,999,"No Answer",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2012,1,"Strongly Disagree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2012,2,"Disagree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2012,3,"Neutral",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2012,4,"Agree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2012,5,"Strongly Agree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2012,999,"No Answer",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2018,1,"Strongly Disagree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2018,2,"Disagree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2018,3,"Neutral",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2018,4,"Agree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2018,5,"Strongly Agree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish","E1m",2018,999,"No Answer",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish.","E1m",2025,1,"Strongly Disagree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish.","E1m",2025,2,"Disagree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish.","E1m",2025,3,"Neutral",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish.","E1m",2025,4,"Agree",FALSE
"SelectOne","I like to fish where I know I have a chance to catch a trophy fish.","E1m",2025,5,"Strongly Agree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2002,1,"Strongly Disagree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2002,2,"Disagree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2002,3,"Neutral",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2002,4,"Agree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2002,5,"Strongly Agree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2002,999,"No Answer",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2012,1,"Strongly Disagree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2012,2,"Disagree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2012,3,"Neutral",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2012,4,"Agree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2012,5,"Strongly Agree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2012,999,"No Answer",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2018,1,"Strongly Disagree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2018,2,"Disagree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2018,3,"Neutral",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2018,4,"Agree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2018,5,"Strongly Agree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught","E1n",2018,999,"No Answer",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught.","E1n",2025,1,"Strongly Disagree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught.","E1n",2025,2,"Disagree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught.","E1n",2025,3,"Neutral",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught.","E1n",2025,4,"Agree",FALSE
"SelectOne","A successful fishing trip is one in which many fish are caught.","E1n",2025,5,"Strongly Agree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2002,1,"Strongly Disagree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2002,2,"Disagree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2002,3,"Neutral",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2002,4,"Agree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2002,5,"Strongly Agree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2002,999,"No Answer",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2012,1,"Strongly Disagree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2012,2,"Disagree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2012,3,"Neutral",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2012,4,"Agree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2012,5,"Strongly Agree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2012,999,"No Answer",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2018,1,"Strongly Disagree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2018,2,"Disagree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2018,3,"Neutral",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2018,4,"Agree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2018,5,"Strongly Agree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2018,999,"No Answer",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2025,1,"Strongly Disagree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2025,2,"Disagree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2025,3,"Neutral",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2025,4,"Agree",FALSE
"SelectOne","A full stringer is the best indicator of a good fishing trip.","E1o",2025,5,"Strongly Agree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2002,1,"Strongly Disagree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2002,2,"Disagree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2002,3,"Neutral",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2002,4,"Agree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2002,5,"Strongly Agree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2002,999,"No Answer",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2012,1,"Strongly Disagree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2012,2,"Disagree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2012,3,"Neutral",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2012,4,"Agree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2012,5,"Strongly Agree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2012,999,"No Answer",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2018,1,"Strongly Disagree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2018,2,"Disagree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2018,3,"Neutral",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2018,4,"Agree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2018,5,"Strongly Agree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something","E1p",2018,999,"No Answer",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something.","E1p",2025,1,"Strongly Disagree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something.","E1p",2025,2,"Disagree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something.","E1p",2025,3,"Neutral",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something.","E1p",2025,4,"Agree",FALSE
"SelectOne","When I go fishing, I am not satisfied unless I catch at least something.","E1p",2025,5,"Strongly Agree",FALSE
"SelectOne","What is your gender?","E2",2002,1,"Male",FALSE
"SelectOne","What is your gender?","E2",2002,2,"Female",FALSE
"SelectOne","What is your gender?","E2",2002,999,"No Answer",FALSE
"SelectOne","What is your gender?","E2",2012,1,"Male",FALSE
"SelectOne","What is your gender?","E2",2012,2,"Female",FALSE
"SelectOne","What is your gender?","E2",2012,999,"No Answer",FALSE
"SelectOne","What is your gender?","E2",2018,1,"Male",FALSE
"SelectOne","What is your gender?","E2",2018,2,"Female",FALSE
"SelectOne","What is your gender?","E2",2018,999,"No Answer",FALSE
"SelectOne","What is your gender?","E2",2025,1,"Male",FALSE
"SelectOne","What is your gender?","E2",2025,2,"Female",FALSE
"SelectOne","What is your age?","E3",2002,1,"16-24",FALSE
"SelectOne","What is your age?","E3",2002,2,"25-34",FALSE
"SelectOne","What is your age?","E3",2002,3,"35-44",FALSE
"SelectOne","What is your age?","E3",2002,4,"45-54",FALSE
"SelectOne","What is your age?","E3",2002,5,"55-64",FALSE
"SelectOne","What is your age?","E3",2002,6,"65 and older",FALSE
"SelectOne","What is your age?","E3",2002,999,"No Answer",FALSE
"SelectOne","What is your age?","E3",2002,1,"16-24",FALSE
"SelectOne","What is your age?","E3",2002,2,"25-34",FALSE
"SelectOne","What is your age?","E3",2002,3,"35-44",FALSE
"SelectOne","What is your age?","E3",2002,4,"45-54",FALSE
"SelectOne","What is your age?","E3",2002,5,"55-64",FALSE
"SelectOne","What is your age?","E3",2002,6,"65 and older",FALSE
"SelectOne","What is your age?","E3",2002,999,"No Answer",FALSE
"SelectOne","What is your age?","E3",2012,1,"16-24",FALSE
"SelectOne","What is your age?","E3",2012,2,"25-34",FALSE
"SelectOne","What is your age?","E3",2012,3,"35-44",FALSE
"SelectOne","What is your age?","E3",2012,4,"45-54",FALSE
"SelectOne","What is your age?","E3",2012,5,"55-64",FALSE
"SelectOne","What is your age?","E3",2012,6,"65 and older",FALSE
"SelectOne","What is your age?","E3",2012,999,"No Answer",FALSE
"SelectOne","What is your age?","E3",2018,1,"16-24",FALSE
"SelectOne","What is your age?","E3",2018,2,"25-34",FALSE
"SelectOne","What is your age?","E3",2018,3,"35-44",FALSE
"SelectOne","What is your age?","E3",2018,4,"45-54",FALSE
"SelectOne","What is your age?","E3",2018,5,"55-64",FALSE
"SelectOne","What is your age?","E3",2018,6,"65 and older",FALSE
"SelectOne","What is your age?","E3",2018,999,"No Answer",FALSE
"SelectOne","What is your ethnicity?","E4",2002,1,"Caucasian",FALSE
"SelectOne","What is your ethnicity?","E4",2002,2,"Hispanic",FALSE
"SelectOne","What is your ethnicity?","E4",2002,3,"African American",FALSE
"SelectOne","What is your ethnicity?","E4",2002,4,"Asian",FALSE
"SelectOne","What is your ethnicity?","E4",2002,5,"Middle Eastern",FALSE
"SelectOne","What is your ethnicity?","E4",2002,6,"American Indian",FALSE
"SelectOne","What is your ethnicity?","E4",2002,7,"Pacific Islander",FALSE
"SelectOne","What is your ethnicity?","E4",2002,8,"Other",FALSE
"SelectOne","What is your ethnicity?","E4",2002,9,"Multi-ethnic",FALSE
"SelectOne","What is your ethnicity?","E4",2002,999,"No Answer",FALSE
"SelectOne","What is your ethnicity?","E4",2012,1,"Caucasian",FALSE
"SelectOne","What is your ethnicity?","E4",2012,2,"Hispanic",FALSE
"SelectOne","What is your ethnicity?","E4",2012,3,"African American",FALSE
"SelectOne","What is your ethnicity?","E4",2012,4,"Asian",FALSE
"SelectOne","What is your ethnicity?","E4",2012,5,"Middle Eastern",FALSE
"SelectOne","What is your ethnicity?","E4",2012,6,"American Indian",FALSE
"SelectOne","What is your ethnicity?","E4",2012,7,"Pacific Islander",FALSE
"SelectOne","What is your ethnicity?","E4",2012,8,"Other",FALSE
"SelectOne","What is your ethnicity?","E4",2012,9,"Multi-ethnic",FALSE
"SelectOne","What is your ethnicity?","E4",2012,999,"No Answer",FALSE
